"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	90217	9189355	981.8
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	83686	9736166	859.5
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	90290	9321376	968.6
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	85580	9869741	867.1
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	91711	9447827	970.7
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	87437	9990213	875.2
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	93675	9562647	979.6
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	89094	10170011	876.0
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	96862	9723286	996.2
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	90998	10368733	877.6
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	100739	9902539	1017.3
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	93820	10542288	889.9
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	103493	10070151	1027.7
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	96344	10727581	898.1
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	107292	10256819	1046.1
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	97112	10887548	892.0
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	108314	10411777	1040.3
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	97394	10980681	887.0
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	109608	10497056	1044.2
	"Florida"	"12"	"2020 "	"2020"	"Female"	"F"	111690	11113132	1005.0
	"Florida"	"12"	"2020 "	"2020"	"Male"	"M"	127995	10620180	1205.2
	"Georgia"	"13"	"1999"	"1999"	"Female"	"F"	31161	4096031	760.8
	"Georgia"	"13"	"1999"	"1999"	"Male"	"M"	30867	3949934	781.5
	"Georgia"	"13"	"2000"	"2000"	"Female"	"F"	32389	4159340	778.7
	"Georgia"	"13"	"2000"	"2000"	"Male"	"M"	31481	4027113	781.7
	"Georgia"	"13"	"2001"	"2001"	"Female"	"F"	32754	4256162	769.6
	"Georgia"	"13"	"2001"	"2001"	"Male"	"M"	31731	4120876	770.0
	"Georgia"	"13"	"2002"	"2002"	"Female"	"F"	33147	4327934	765.9
	"Georgia"	"13"	"2002"	"2002"	"Male"	"M"	32302	4180322	772.7
	"Georgia"	"13"	"2003"	"2003"	"Female"	"F"	33898	4394952	771.3
	"Georgia"	"13"	"2003"	"2003"	"Male"	"M"	32580	4227841	770.6
	"Georgia"	"13"	"2004"	"2004"	"Female"	"F"	33135	4463524	742.4
	"Georgia"	"13"	"2004"	"2004"	"Male"	"M"	32683	4305728	759.1
	"Georgia"	"13"	"2005"	"2005"	"Female"	"F"	33646	4555263	738.6
	"Georgia"	"13"	"2005"	"2005"	"Male"	"M"	33090	4370659	757.1
	"Georgia"	"13"	"2006"	"2006"	"Female"	"F"	33920	4670606	726.2
	"Georgia"	"13"	"2006"	"2006"	"Male"	"M"	33888	4485207	755.6
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	34085	4777572	713.4
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	34246	4572416	749.0
	"Georgia"	"13"	"2008"	"2008"	"Female"	"F"	35089	4856984	722.4
	"Georgia"	"13"	"2008"	"2008"	"Male"	"M"	34551	4647859	743.4
	"Georgia"	"13"	"2009"	"2009"	"Female"	"F"	34893	4917756	709.5
	"Georgia"	"13"	"2009"	"2009"	"Male"	"M"	34819	4703090	740.3
	"Georgia"	"13"	"2010"	"2010"	"Female"	"F"	35696	4958482	719.9
	"Georgia"	"13"	"2010"	"2010"	"Male"	"M"	35567	4729171	752.1
	"Georgia"	"13"	"2011"	"2011"	"Female"	"F"	35914	5012403	716.5
	"Georgia"	"13"	"2011"	"2011"	"Male"	"M"	35334	4802807	735.7
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	36406	5068921	718.2
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	36441	4851024	751.2
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	37042	5110806	724.8
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	38046	4881361	779.4
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	37970	5170356	734.4
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	38917	4926987	789.9
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	39415	5234978	752.9
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	40527	4979882	813.8
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	39738	5289906	751.2
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	41690	5020465	830.4
	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	40569	5353872	757.8
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	42529	5075507	837.9
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	41608	5404059	769.9
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	43594	5115416	852.2
	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	41722	5456999	764.6
	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	44092	5160424	854.4
	"Georgia"	"13"	"2020 "	"2020"	"Female"	"F"	49469	5508468	898.1
	"Georgia"	"13"	"2020 "	"2020"	"Male"	"M"	53606	5201549	1030.6
	"Hawaii"	"15"	"1999"	"1999"	"Female"	"F"	3554	601830	590.5
	"Hawaii"	"15"	"1999"	"1999"	"Male"	"M"	4716	608470	775.1
	"Hawaii"	"15"	"2000"	"2000"	"Female"	"F"	3641	602866	603.9
	"Hawaii"	"15"	"2000"	"2000"	"Male"	"M"	4649	608671	763.8
	"Hawaii"	"15"	"2001"	"2001"	"Female"	"F"	3778	609189	620.2
	"Hawaii"	"15"	"2001"	"2001"	"Male"	"M"	4616	616759	748.4
	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	3944	616192	640.1
	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	4857	623421	779.1
	"Hawaii"	"15"	"2003"	"2003"	"Female"	"F"	3979	623753	637.9
	"Hawaii"	"15"	"2003"	"2003"	"Male"	"M"	4999	627401	796.8
	"Hawaii"	"15"	"2004"	"2004"	"Female"	"F"	4044	636864	635.0
	"Hawaii"	"15"	"2004"	"2004"	"Male"	"M"	4986	636705	783.1
	"Hawaii"	"15"	"2005"	"2005"	"Female"	"F"	4147	644813	643.1
	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	4989	647916	770.0
	"Hawaii"	"15"	"2006"	"2006"	"Female"	"F"	4300	652351	659.2
	"Hawaii"	"15"	"2006"	"2006"	"Male"	"M"	5132	657380	780.7
	"Hawaii"	"15"	"2007"	"2007"	"Female"	"F"	4339	657185	660.2
	"Hawaii"	"15"	"2007"	"2007"	"Male"	"M"	5156	658490	783.0
	"Hawaii"	"15"	"2008"	"2008"	"Female"	"F"	4336	665313	651.7
	"Hawaii"	"15"	"2008"	"2008"	"Male"	"M"	5165	666900	774.5
	"Hawaii"	"15"	"2009"	"2009"	"Female"	"F"	4480	673075	665.6
	"Hawaii"	"15"	"2009"	"2009"	"Male"	"M"	5434	673642	806.7
	"Hawaii"	"15"	"2010"	"2010"	"Female"	"F"	4344	679058	639.7
	"Hawaii"	"15"	"2010"	"2010"	"Male"	"M"	5273	681243	774.0
	"Hawaii"	"15"	"2011"	"2011"	"Female"	"F"	4602	685005	671.8
	"Hawaii"	"15"	"2011"	"2011"	"Male"	"M"	5321	689805	771.4
	"Hawaii"	"15"	"2012"	"2012"	"Female"	"F"	4793	690348	694.3
	"Hawaii"	"15"	"2012"	"2012"	"Male"	"M"	5481	701965	780.8
	"Hawaii"	"15"	"2013"	"2013"	"Female"	"F"	4911	694440	707.2
	"Hawaii"	"15"	"2013"	"2013"	"Male"	"M"	5594	709614	788.3
	"Hawaii"	"15"	"2014"	"2014"	"Female"	"F"	5059	701462	721.2
	"Hawaii"	"15"	"2014"	"2014"	"Male"	"M"	5708	718099	794.9
	"Hawaii"	"15"	"2015"	"2015"	"Female"	"F"	5243	706231	742.4
	"Hawaii"	"15"	"2015"	"2015"	"Male"	"M"	5810	725372	801.0
	"Hawaii"	"15"	"2016"	"2016"	"Female"	"F"	5117	710942	719.7
	"Hawaii"	"15"	"2016"	"2016"	"Male"	"M"	5796	717615	807.7
	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	5294	711451	744.1
	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	6096	716087	851.3
	"Hawaii"	"15"	"2018"	"2018"	"Female"	"F"	5330	709489	751.2
	"Hawaii"	"15"	"2018"	"2018"	"Male"	"M"	6085	711002	855.8
	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	5377	707832	759.6
	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	6182	708040	873.1
	"Hawaii"	"15"	"2020 "	"2020"	"Female"	"F"	5531	702640	787.2
	"Hawaii"	"15"	"2020 "	"2020"	"Male"	"M"	6502	704366	923.1
	"Idaho"	"16"	"1999"	"1999"	"Female"	"F"	4651	636798	730.4
	"Idaho"	"16"	"1999"	"1999"	"Male"	"M"	4928	638876	771.4
	"Idaho"	"16"	"2000"	"2000"	"Female"	"F"	4782	645293	741.1
	"Idaho"	"16"	"2000"	"2000"	"Male"	"M"	4781	648660	737.1
	"Idaho"	"16"	"2001"	"2001"	"Female"	"F"	4774	658043	725.5
	"Idaho"	"16"	"2001"	"2001"	"Male"	"M"	4979	661919	752.2
	"Idaho"	"16"	"2002"	"2002"	"Female"	"F"	4912	668686	734.6
	"Idaho"	"16"	"2002"	"2002"	"Male"	"M"	5011	671686	746.0
	"Idaho"	"16"	"2003"	"2003"	"Female"	"F"	5152	679877	757.8
	"Idaho"	"16"	"2003"	"2003"	"Male"	"M"	5228	683503	764.9
	"Idaho"	"16"	"2004"	"2004"	"Female"	"F"	4953	693186	714.5
	"Idaho"	"16"	"2004"	"2004"	"Male"	"M"	5075	698616	726.4
	"Idaho"	"16"	"2005"	"2005"	"Female"	"F"	5163	711983	725.2
	"Idaho"	"16"	"2005"	"2005"	"Male"	"M"	5393	716258	752.9
	"Idaho"	"16"	"2006"	"2006"	"Female"	"F"	5183	732104	708.0
	"Idaho"	"16"	"2006"	"2006"	"Male"	"M"	5430	736565	737.2
	"Idaho"	"16"	"2007"	"2007"	"Female"	"F"	5443	750127	725.6
	"Idaho"	"16"	"2007"	"2007"	"Male"	"M"	5379	754978	712.5
	"Idaho"	"16"	"2008"	"2008"	"Female"	"F"	5425	764792	709.3
	"Idaho"	"16"	"2008"	"2008"	"Male"	"M"	5537	769528	719.5
	"Idaho"	"16"	"2009"	"2009"	"Female"	"F"	5376	775398	693.3
	"Idaho"	"16"	"2009"	"2009"	"Male"	"M"	5722	779041	734.5
	"Idaho"	"16"	"2010"	"2010"	"Female"	"F"	5533	782258	707.3
	"Idaho"	"16"	"2010"	"2010"	"Male"	"M"	5896	785324	750.8
	"Idaho"	"16"	"2011"	"2011"	"Female"	"F"	5892	791358	744.5
	"Idaho"	"16"	"2011"	"2011"	"Male"	"M"	6135	793627	773.0
	"Idaho"	"16"	"2012"	"2012"	"Female"	"F"	5795	797116	727.0
	"Idaho"	"16"	"2012"	"2012"	"Male"	"M"	6203	798612	776.7
	"Idaho"	"16"	"2013"	"2013"	"Female"	"F"	6027	805052	748.6
	"Idaho"	"16"	"2013"	"2013"	"Male"	"M"	6407	807084	793.8
	"Idaho"	"16"	"2014"	"2014"	"Female"	"F"	6119	815968	749.9
	"Idaho"	"16"	"2014"	"2014"	"Male"	"M"	6494	818496	793.4
	"Idaho"	"16"	"2015"	"2015"	"Female"	"F"	6176	826183	747.5
	"Idaho"	"16"	"2015"	"2015"	"Male"	"M"	6850	828747	826.5
	"Idaho"	"16"	"2016"	"2016"	"Female"	"F"	6430	839608	765.8
	"Idaho"	"16"	"2016"	"2016"	"Male"	"M"	6936	843532	822.3
	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	6645	856485	775.8
	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	7366	860458	856.1
	"Idaho"	"16"	"2018"	"2018"	"Female"	"F"	6726	875131	768.6
	"Idaho"	"16"	"2018"	"2018"	"Male"	"M"	7535	879077	857.1
	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	6892	891137	773.4
	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	7538	895928	841.4
	"Idaho"	"16"	"2020 "	"2020"	"Female"	"F"	7637	910789	838.5
	"Idaho"	"16"	"2020 "	"2020"	"Male"	"M"	8765	916124	956.7
	"Illinois"	"17"	"1999"	"1999"	"Female"	"F"	55849	6313350	884.6
	"Illinois"	"17"	"1999"	"1999"	"Male"	"M"	52587	6045670	869.8
	"Illinois"	"17"	"2000"	"2000"	"Female"	"F"	55204	6338957	870.9
	"Illinois"	"17"	"2000"	"2000"	"Male"	"M"	51430	6080336	845.8
	"Illinois"	"17"	"2001"	"2001"	"Female"	"F"	54655	6370443	857.9
	"Illinois"	"17"	"2001"	"2001"	"Male"	"M"	50775	6118002	829.9
	"Illinois"	"17"	"2002"	"2002"	"Female"	"F"	55181	6387897	863.8
	"Illinois"	"17"	"2002"	"2002"	"Male"	"M"	51486	6137659	838.9
	"Illinois"	"17"	"2003"	"2003"	"Female"	"F"	54705	6402859	854.4
	"Illinois"	"17"	"2003"	"2003"	"Male"	"M"	50620	6153147	822.7
	"Illinois"	"17"	"2004"	"2004"	"Female"	"F"	53386	6414209	832.3
	"Illinois"	"17"	"2004"	"2004"	"Male"	"M"	49284	6175564	798.0
	"Illinois"	"17"	"2005"	"2005"	"Female"	"F"	54076	6423831	841.8
	"Illinois"	"17"	"2005"	"2005"	"Male"	"M"	49898	6186072	806.6
	"Illinois"	"17"	"2006"	"2006"	"Female"	"F"	52785	6440022	819.6
	"Illinois"	"17"	"2006"	"2006"	"Male"	"M"	49386	6203933	796.0
	"Illinois"	"17"	"2007"	"2007"	"Female"	"F"	52050	6467577	804.8
	"Illinois"	"17"	"2007"	"2007"	"Male"	"M"	48453	6228289	778.0
	"Illinois"	"17"	"2008"	"2008"	"Female"	"F"	53444	6493537	823.0
	"Illinois"	"17"	"2008"	"2008"	"Male"	"M"	50027	6253501	800.0
	"Illinois"	"17"	"2009"	"2009"	"Female"	"F"	51286	6520723	786.5
	"Illinois"	"17"	"2009"	"2009"	"Male"	"M"	48770	6276055	777.1
	"Illinois"	"17"	"2010"	"2010"	"Female"	"F"	51006	6538356	780.1
	"Illinois"	"17"	"2010"	"2010"	"Male"	"M"	48925	6292276	777.5
	"Illinois"	"17"	"2011"	"2011"	"Female"	"F"	52053	6555063	794.1
	"Illinois"	"17"	"2011"	"2011"	"Male"	"M"	49853	6314194	789.5
	"Illinois"	"17"	"2012"	"2012"	"Female"	"F"	51930	6555800	792.1
	"Illinois"	"17"	"2012"	"2012"	"Male"	"M"	50503	6319455	799.2
	"Illinois"	"17"	"2013"	"2013"	"Female"	"F"	52422	6555652	799.6
	"Illinois"	"17"	"2013"	"2013"	"Male"	"M"	50979	6326483	805.8
	"Illinois"	"17"	"2014"	"2014"	"Female"	"F"	53203	6559694	811.1
	"Illinois"	"17"	"2014"	"2014"	"Male"	"M"	52090	6320886	824.1
	"Illinois"	"17"	"2015"	"2015"	"Female"	"F"	53990	6545500	824.8
	"Illinois"	"17"	"2015"	"2015"	"Male"	"M"	52882	6314495	837.5
	"Illinois"	"17"	"2016"	"2016"	"Female"	"F"	53572	6509748	823.0
	"Illinois"	"17"	"2016"	"2016"	"Male"	"M"	53448	6291791	849.5
	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	54786	6509545	841.6
	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	54935	6292478	873.0
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	54640	6480179	843.2
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	55382	6260901	884.6
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	53633	6445263	832.1
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	55463	6226558	890.7
	"Illinois"	"17"	"2020 "	"2020"	"Female"	"F"	64051	6402224	1000.4
	"Illinois"	"17"	"2020 "	"2020"	"Male"	"M"	68612	6185306	1109.3
	"Indiana"	"18"	"1999"	"1999"	"Female"	"F"	28690	3083351	930.5
	"Indiana"	"18"	"1999"	"1999"	"Male"	"M"	26613	2961618	898.6
	"Indiana"	"18"	"2000"	"2000"	"Female"	"F"	28575	3098011	922.4
	"Indiana"	"18"	"2000"	"2000"	"Male"	"M"	26894	2982474	901.7
	"Indiana"	"18"	"2001"	"2001"	"Female"	"F"	28308	3120158	907.3
	"Indiana"	"18"	"2001"	"2001"	"Male"	"M"	26890	3007602	894.1
	"Indiana"	"18"	"2002"	"2002"	"Female"	"F"	28660	3133342	914.7
	"Indiana"	"18"	"2002"	"2002"	"Male"	"M"	26736	3022625	884.5
	"Indiana"	"18"	"2003"	"2003"	"Female"	"F"	28713	3152366	910.8
	"Indiana"	"18"	"2003"	"2003"	"Male"	"M"	27255	3044272	895.3
	"Indiana"	"18"	"2004"	"2004"	"Female"	"F"	27876	3168952	879.7
	"Indiana"	"18"	"2004"	"2004"	"Male"	"M"	26335	3064055	859.5
	"Indiana"	"18"	"2005"	"2005"	"Female"	"F"	28621	3191481	896.8
	"Indiana"	"18"	"2005"	"2005"	"Male"	"M"	27054	3087135	876.3
	"Indiana"	"18"	"2006"	"2006"	"Female"	"F"	28215	3218203	876.7
	"Indiana"	"18"	"2006"	"2006"	"Male"	"M"	27407	3114466	880.0
	"Indiana"	"18"	"2007"	"2007"	"Female"	"F"	27604	3241454	851.6
	"Indiana"	"18"	"2007"	"2007"	"Male"	"M"	26396	3138145	841.1
	"Indiana"	"18"	"2008"	"2008"	"Female"	"F"	28860	3263963	884.2
	"Indiana"	"18"	"2008"	"2008"	"Male"	"M"	27892	3160843	882.4
	"Indiana"	"18"	"2009"	"2009"	"Female"	"F"	28369	3281477	864.5
	"Indiana"	"18"	"2009"	"2009"	"Male"	"M"	27604	3177848	868.6
	"Indiana"	"18"	"2010"	"2010"	"Female"	"F"	28625	3294065	869.0
	"Indiana"	"18"	"2010"	"2010"	"Male"	"M"	28118	3189737	881.5
	"Indiana"	"18"	"2011"	"2011"	"Female"	"F"	29342	3309937	886.5
	"Indiana"	"18"	"2011"	"2011"	"Male"	"M"	28860	3206985	899.9
	"Indiana"	"18"	"2012"	"2012"	"Female"	"F"	29799	3319144	897.8
	"Indiana"	"18"	"2012"	"2012"	"Male"	"M"	29533	3218190	917.7
	"Indiana"	"18"	"2013"	"2013"	"Female"	"F"	30444	3334634	913.0
	"Indiana"	"18"	"2013"	"2013"	"Male"	"M"	30272	3236268	935.4
	"Indiana"	"18"	"2014"	"2014"	"Female"	"F"	30408	3347411	908.4
	"Indiana"	"18"	"2014"	"2014"	"Male"	"M"	30532	3249444	939.6
	"Indiana"	"18"	"2015"	"2015"	"Female"	"F"	31423	3357815	935.8
	"Indiana"	"18"	"2015"	"2015"	"Male"	"M"	31290	3261865	959.3
	"Indiana"	"18"	"2016"	"2016"	"Female"	"F"	31095	3363491	924.5
	"Indiana"	"18"	"2016"	"2016"	"Male"	"M"	32378	3269562	990.3
	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	32383	3379723	958.2
	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	33214	3287095	1010.4
	"Indiana"	"18"	"2018"	"2018"	"Female"	"F"	32416	3391576	955.8
	"Indiana"	"18"	"2018"	"2018"	"Male"	"M"	33277	3300302	1008.3
	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	32255	3411859	945.4
	"Indiana"	"18"	"2019"	"2019"	"Male"	"M"	33746	3320360	1016.3
	"Indiana"	"18"	"2020 "	"2020"	"Female"	"F"	37921	3422994	1107.8
	"Indiana"	"18"	"2020 "	"2020"	"Male"	"M"	40273	3331959	1208.7
	"Iowa"	"19"	"1999"	"1999"	"Female"	"F"	15012	1488223	1008.7
	"Iowa"	"19"	"1999"	"1999"	"Male"	"M"	13399	1429411	937.4
	"Iowa"	"19"	"2000"	"2000"	"Female"	"F"	14722	1490809	987.5
	"Iowa"	"19"	"2000"	"2000"	"Male"	"M"	13338	1435515	929.1
	"Iowa"	"19"	"2001"	"2001"	"Female"	"F"	14707	1492287	985.5
	"Iowa"	"19"	"2001"	"2001"	"Male"	"M"	13084	1439710	908.8
	"Iowa"	"19"	"2002"	"2002"	"Female"	"F"	14693	1491450	985.1
	"Iowa"	"19"	"2002"	"2002"	"Male"	"M"	13285	1442784	920.8
	"Iowa"	"19"	"2003"	"2003"	"Female"	"F"	14798	1493907	990.6
	"Iowa"	"19"	"2003"	"2003"	"Male"	"M"	13264	1448092	916.0
	"Iowa"	"19"	"2004"	"2004"	"Female"	"F"	14016	1498888	935.1
	"Iowa"	"19"	"2004"	"2004"	"Male"	"M"	12881	1454747	885.4
	"Iowa"	"19"	"2005"	"2005"	"Female"	"F"	14516	1503019	965.8
	"Iowa"	"19"	"2005"	"2005"	"Male"	"M"	13295	1461435	909.7
	"Iowa"	"19"	"2006"	"2006"	"Female"	"F"	14422	1511124	954.4
	"Iowa"	"19"	"2006"	"2006"	"Male"	"M"	12940	1471520	879.4
	"Iowa"	"19"	"2007"	"2007"	"Female"	"F"	14240	1518023	938.1
	"Iowa"	"19"	"2007"	"2007"	"Male"	"M"	12981	1481189	876.4
	"Iowa"	"19"	"2008"	"2008"	"Female"	"F"	14867	1525539	974.5
	"Iowa"	"19"	"2008"	"2008"	"Male"	"M"	13674	1491195	917.0
	"Iowa"	"19"	"2009"	"2009"	"Female"	"F"	14331	1532739	935.0
	"Iowa"	"19"	"2009"	"2009"	"Male"	"M"	13213	1500131	880.8
	"Iowa"	"19"	"2010"	"2010"	"Female"	"F"	14292	1538036	929.2
	"Iowa"	"19"	"2010"	"2010"	"Male"	"M"	13453	1508319	891.9
	"Iowa"	"19"	"2011"	"2011"	"Female"	"F"	14610	1544894	945.7
	"Iowa"	"19"	"2011"	"2011"	"Male"	"M"	13574	1517415	894.5
	"Iowa"	"19"	"2012"	"2012"	"Female"	"F"	14611	1549698	942.8
	"Iowa"	"19"	"2012"	"2012"	"Male"	"M"	13778	1524488	903.8
	"Iowa"	"19"	"2013"	"2013"	"Female"	"F"	14653	1557015	941.1
	"Iowa"	"19"	"2013"	"2013"	"Male"	"M"	14295	1533401	932.2
	"Iowa"	"19"	"2014"	"2014"	"Female"	"F"	14814	1564081	947.1
	"Iowa"	"19"	"2014"	"2014"	"Male"	"M"	14376	1543045	931.7
	"Iowa"	"19"	"2015"	"2015"	"Female"	"F"	15036	1571873	956.6
	"Iowa"	"19"	"2015"	"2015"	"Male"	"M"	14564	1552026	938.4
	"Iowa"	"19"	"2016"	"2016"	"Female"	"F"	14880	1575574	944.4
	"Iowa"	"19"	"2016"	"2016"	"Male"	"M"	14658	1559119	940.1
	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	15273	1580978	966.0
	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	15257	1564733	975.1
	"Iowa"	"19"	"2018"	"2018"	"Female"	"F"	15086	1585338	951.6
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	15281	1570807	972.8
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	15271	1583995	964.1
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	15596	1571075	992.7
	"Iowa"	"19"	"2020 "	"2020"	"Female"	"F"	17671	1587866	1112.9
	"Iowa"	"19"	"2020 "	"2020"	"Male"	"M"	18310	1575695	1162.0
	"Kansas"	"20"	"1999"	"1999"	"Female"	"F"	12750	1356044	940.2
	"Kansas"	"20"	"1999"	"1999"	"Male"	"M"	11722	1322294	886.5
	"Kansas"	"20"	"2000"	"2000"	"Female"	"F"	12996	1359944	955.6
	"Kansas"	"20"	"2000"	"2000"	"Male"	"M"	11721	1328474	882.3
	"Kansas"	"20"	"2001"	"2001"	"Female"	"F"	12863	1365966	941.7
	"Kansas"	"20"	"2001"	"2001"	"Male"	"M"	11784	1336196	881.9
	"Kansas"	"20"	"2002"	"2002"	"Female"	"F"	13152	1371898	958.7
	"Kansas"	"20"	"2002"	"2002"	"Male"	"M"	11869	1341637	884.7
	"Kansas"	"20"	"2003"	"2003"	"Female"	"F"	12970	1377415	941.6
	"Kansas"	"20"	"2003"	"2003"	"Male"	"M"	11623	1345589	863.8
	"Kansas"	"20"	"2004"	"2004"	"Female"	"F"	12502	1382396	904.4
	"Kansas"	"20"	"2004"	"2004"	"Male"	"M"	11316	1351977	837.0
	"Kansas"	"20"	"2005"	"2005"	"Female"	"F"	12771	1387958	920.1
	"Kansas"	"20"	"2005"	"2005"	"Male"	"M"	11911	1357341	877.5
	"Kansas"	"20"	"2006"	"2006"	"Female"	"F"	12795	1394092	917.8
	"Kansas"	"20"	"2006"	"2006"	"Male"	"M"	11758	1368839	859.0
	"Kansas"	"20"	"2007"	"2007"	"Female"	"F"	12666	1405705	901.0
	"Kansas"	"20"	"2007"	"2007"	"Male"	"M"	11825	1378080	858.1
	"Kansas"	"20"	"2008"	"2008"	"Female"	"F"	12805	1415563	904.6
	"Kansas"	"20"	"2008"	"2008"	"Male"	"M"	12170	1392513	874.0
	"Kansas"	"20"	"2009"	"2009"	"Female"	"F"	12276	1428139	859.6
	"Kansas"	"20"	"2009"	"2009"	"Male"	"M"	11748	1404565	836.4
	"Kansas"	"20"	"2010"	"2010"	"Female"	"F"	12291	1437710	854.9
	"Kansas"	"20"	"2010"	"2010"	"Male"	"M"	12211	1415408	862.7
	"Kansas"	"20"	"2011"	"2011"	"Female"	"F"	12863	1445436	889.9
	"Kansas"	"20"	"2011"	"2011"	"Male"	"M"	12253	1425802	859.4
	"Kansas"	"20"	"2012"	"2012"	"Female"	"F"	12689	1450624	874.7
	"Kansas"	"20"	"2012"	"2012"	"Male"	"M"	12456	1435281	867.8
	"Kansas"	"20"	"2013"	"2013"	"Female"	"F"	12908	1452009	889.0
	"Kansas"	"20"	"2013"	"2013"	"Male"	"M"	12506	1441948	867.3
	"Kansas"	"20"	"2014"	"2014"	"Female"	"F"	12825	1456666	880.4
	"Kansas"	"20"	"2014"	"2014"	"Male"	"M"	12968	1447355	896.0
	"Kansas"	"20"	"2015"	"2015"	"Female"	"F"	13451	1458008	922.6
	"Kansas"	"20"	"2015"	"2015"	"Male"	"M"	13213	1453633	909.0
	"Kansas"	"20"	"2016"	"2016"	"Female"	"F"	13124	1459530	899.2
	"Kansas"	"20"	"2016"	"2016"	"Male"	"M"	13121	1447759	906.3
	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	13306	1461167	910.6
	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	13757	1451956	947.5
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	13665	1461099	935.3
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	13872	1450406	956.4
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	13657	1461617	934.4
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	14025	1451697	966.1
	"Kansas"	"20"	"2020 "	"2020"	"Female"	"F"	15365	1462265	1050.8
	"Kansas"	"20"	"2020 "	"2020"	"Male"	"M"	16695	1451540	1150.2
	"Kentucky"	"21"	"1999"	"1999"	"Female"	"F"	19873	2056401	966.4
	"Kentucky"	"21"	"1999"	"1999"	"Male"	"M"	19448	1961652	991.4
	"Kentucky"	"21"	"2000"	"2000"	"Female"	"F"	20058	2066401	970.7
